root,preverb,pratyaya_class,count
sic,abhyut,nfin:Part,1
sic,abhyā,fin:Pres+Opt+Act,1
sic,anvati,fin:Pres+Ind+Act,1
sic,avā,nfin:Conv,1
sic,parā,fin:Fut+Ind+Act,1
sic,pra,fin:Past+Ind+Act,1
sic,pra,fin:Pres+Opt+Pass,1
sic,pra,nfin:Inf,1
sic,sam,fin:Pres+Ind+Act,1
sic,sampra,fin:Impf+Ind+Pass,1
sic,sampra,fin:Pres+Ind+Pass,1
sic,samā,fin:Pres+Imp+Act,1
sic,upot,fin:Pres+Opt+Act,1
sic,upot,nfin:Part,1
sidh,,fin:Past+Jus+Act,1
sidh,apa,fin:Pres+Opt+Act,1
sidh,apa,nfin:Conv,1
sidh,apa,nfin:Inf,1
sidh,pra,fin:Impf+Ind+Act,1
sidh,saṃpra,fin:Pres+Ind+Act,1
sidh,saṃpra,nfin:Part,1
sidh,ut,fin:Impf+Ind+Act,1
sidh,vyā,nfin:Part,1
sidh,ā,fin:Pres+Opt+Pass,1
siprāy,,fin:Pres+Ind+Act,1
sisṛkṣ,,fin:Impf+Ind+Act,1
sisṛkṣ,,fin:Past+Jus+Act,1
sisṛkṣ,abhyut,nfin:Part,1
sisṛkṣ,sam,nfin:Part,1
sisṛkṣ,ud,fin:Pres+Ind+Act,1
sisṛkṣ,ud,fin:Pres+Opt+Act,1
sisṛps,,fin:Pres+Ind+Act,1
sisṛps,ud,nfin:Part,1
siñcay,,nfin:Part,1
siñj,,nfin:Part,1
siñj,ā,nfin:Part,1
siṃhāy,,fin:Pres+Ind+Act,1
siṣādh,,nfin:Part,1
siṣās,,fin:Past+Ind+Act,1
siṣās,,fin:Pres+Imp+Act,1
siṣās,ā,fin:Impf+Ind+Act,1
skabhāy,,fin:Pres+Imp+Act,1
skabhāy,,fin:Pres+Jus+Act,1
skambh,,nfin:Conv,1
skand,,fin:Fut+Ind+Act,1
skand,abhi,fin:Past+Ind+Act,1
skand,ava,fin:Impf+Ind+Act,1
skand,ava,fin:Pres+Ind+Act,1
skand,ava,fin:Pres+Opt+Act,1
skand,pra,fin:Impf+Ind+Act,1
skand,pra,fin:Pres+Imp+Act,1
skand,samā,fin:Pres+Ind+Act,1
skand,upa,nfin:Conv,1
skand,ā,fin:Pres+Ind+Act,1
skanday,pra,fin:Impf+Ind+Act,1
skanday,pratyava,nfin:Part,1
skanday,samava,fin:Pres+Opt+Act,1
skhal,pari,fin:Pres+Ind+Act,1
skhal,pari,nfin:Part,1
skhal,pra,fin:Past+Ind+Act,1
skhal,pra,fin:Pres+Opt+Act,1
skhal,upa,nfin:Part,1
skhalay,,fin:Impf+Ind+Act,1
skhalay,,nfin:Part,1
sku,,nfin:Part,1
skubh,,nfin:Conv,1
smaray,,fin:Impf+Ind+Pass,1
smaray,,fin:Pres+Ind+Act,1
smaray,,fin:Pres+Opt+Pass,1
smaray,,nfin:Inf,1
smaray,anu,nfin:Part,1
smaray,sam,nfin:Part,1
smeray,,fin:Pres+Ind+Act,1
smi,abhi,nfin:Part,1
smi,abhyut,fin:Pres+Ind+Act,1
smi,abhyut,nfin:Conv,1
smi,pra,nfin:Part,1
smi,upa,nfin:Part,1
smi,ut,nfin:Conv,1
smāpay,vi,fin:Pres+Opt+Act,1
smāpay,vi,nfin:Gdv,1
smāray,,fin:Pres+Imp+Act,1
smāray,,fin:Pres+Ind+Pass,1
smāray,,fin:Pres+Opt+Act,1
smāray,prati,fin:Fut+Ind+Act,1
smāray,prati,fin:Pres+Ind+Act,1
smāray,sam,fin:Past+Ind+Act,1
smāray,sam,fin:Pres+Opt+Act,1
smāray,sam,nfin:Conv,1
smṛ,anu,fin:Fut+Ind+Act,1
smṛ,anu,fin:Pres+Ind+Pass,1
smṛ,anu,fin:Pres+Jus+Act,1
smṛ,ni,fin:Pres+Imp+Act,1
smṛ,pari,nfin:Conv,1
smṛ,pra,fin:Impf+Ind+Act,1
smṛ,prati,fin:Pres+Imp+Act,1
smṛ,pratyanu,fin:Impf+Ind+Act,1
smṛ,sam,fin:Impf+Ind+Act,1
smṛ,sam,fin:Pres+Ind+Pass,1
smṛ,sam,nfin:Gdv,1
smṛ,samanu,fin:Fut+Ind+Act,1
smṛ,samanu,fin:Pres+Opt+Act,1
smṛ,upa,fin:Past+Ind+Act,1
smṛ,upa,fin:Pres+Opt+Act,1
smṛ,vi,fin:Pres+Imp+Act,1
snapay,,fin:Impf+Ind+Act,1
snapay,,fin:Past+Ind+Act,1
snapay,,fin:Pres+Imp+Act,1
snapay,pra,nfin:Part,1
snehay,,fin:Pres+Jus+Act,1
snehay,ati,nfin:Part,1
snehay,upa,nfin:Conv,1
snih,,fin:Pres+Opt+Act,1
snih,upa,fin:Pres+Ind+Pass,1
snu,,fin:Pres+Ind+Act,1
snu,pari,fin:Pres+Ind+Act,1
snu,pari,nfin:Part,1
snu,pra,fin:Pres+Imp+Act,1
snu,pra,fin:Pres+Ind+Act,1
snu,upa,nfin:Part,1
snā,,fin:Past+Ind+Pass,1
snā,pari,fin:Pres+Ind+Act,1
snā,pra,nfin:Conv,1
snā,ut,fin:Pres+Imp+Act,1
snā,ut,fin:Pres+Ind+Act,1
snā,ut,nfin:Conv,1
snāpay,,fin:Impf+Ind+Act,1
snāpay,,fin:Pres+Imp+Act,1
snāpay,,fin:Pres+Imp+Pass,1
snāpay,,fin:Pres+Ind+Pass,1
snāpay,ava,fin:Pres+Ind+Act,1
snāpay,pra,fin:Past+Ind+Act,1
snāpay,pra,fin:Pres+Ind+Act,1
snāpay,sam,fin:Pres+Opt+Act,1
so,adhyava,fin:Pres+Imp+Pass,1
so,adhyava,nfin:Gdv,1
so,anuvyava,fin:Pres+Opt+Pass,1
so,nirava,nfin:Part,1
soṣav,,fin:Pres+Ind+Act,1
spand,pari,fin:Pres+Ind+Act,1
spand,pari,fin:Pres+Opt+Act,1
spand,vi,fin:Impf+Ind+Act,1
spanday,,fin:Pres+Opt+Act,1
spanday,,nfin:Gdv,1
sparśay,,fin:Impf+Ind+Act,1
sparśay,,fin:Past+Ind+Act,1
sparśay,,fin:Pres+Imp+Act,1
sparśay,,nfin:Gdv,1
sparśay,adhi,fin:Pres+Opt+Act,1
sparśay,sam,fin:Impf+Ind+Act,1
spaṣṭay,,fin:Pres+Ind+Act,1
spaṣṭay,,nfin:Inf,1
sphar,,nfin:Conv,1
sphoṭay,,fin:Past+Ind+Act,1
sphoṭay,,fin:Pres+Ind+Pass,1
sphoṭay,,nfin:Inf,1
sphoṭay,sam,nfin:Part,1
sphoṭay,ut,nfin:Part,1
sphoṭay,vi,nfin:Conv,1
sphoṭay,ā,fin:Pres+Opt+Act,1
sphur,,fin:Past+Jus+Act,1
sphur,,fin:Pres+Jus+Act,1
sphur,,fin:Pres+Sub+Act,1
sphur,pari,fin:Impf+Ind+Act,1
sphur,pra,fin:Past+Ind+Act,1
sphur,pra,fin:Pres+Opt+Act,1
sphur,sam,fin:Pres+Opt+Act,1
sphur,vi,fin:Impf+Ind+Act,1
sphur,vi,nfin:Conv,1
sphuray,,nfin:Conv,1
sphuṭ,,nfin:Conv,1
sphuṭ,pari,fin:Pres+Ind+Act,1
sphuṭ,pari,nfin:Part,1
sphuṭ,pra,fin:Past+Ind+Act,1
sphuṭ,pra,nfin:Part,1
sphuṭ,sam,fin:Impf+Ind+Act,1
sphuṭ,sam,fin:Pres+Ind+Act,1
sphuṭay,,fin:Pres+Opt+Act,1
sphuṭay,,nfin:Part,1
sphālay,sam,nfin:Part,1
sphālay,samā,nfin:Conv,1
sphālay,ā,nfin:Conv,1
sphāray,vi,fin:Impf+Ind+Act,1
sphāray,vi,fin:Pres+Imp+Act,1
sphāray,vi,fin:Pres+Ind+Pass,1
sphāray,vi,nfin:Inf,1
sphāy,,fin:Past+Ind+Act,1
sphāy,,fin:Pres+Ind+Act,1
sphūrj,,fin:Pres+Ind+Act,1
sphūrj,abhi,fin:Pres+Ind+Act,1
sphūrj,ava,fin:Pres+Opt+Act,1
sphūrj,vi,fin:Past+Ind+Act,1
sphūrj,vi,nfin:Conv,1
sphūrjay,vi,fin:Impf+Ind+Act,1
spāray,,fin:Pres+Ind+Act,1
spāśay,,fin:Pres+Opt+Act,1
spṛ,,fin:Pres+Opt+Act,1
spṛ,,nfin:Inf,1
spṛ,apa,fin:Pres+Ind+Act,1
spṛ,ava,fin:Past+Sub+Act,1
spṛdh,,fin:Past+Jus+Act,1
spṛdh,,nfin:Inf,1
spṛdh,pra,fin:Impf+Ind+Act,1
spṛdh,vi,fin:Pres+Opt+Act,1
spṛh,sam,fin:Pres+Ind+Act,1
spṛhay,,fin:Fut+Ind+Act,1
spṛhay,,fin:Impf+Ind+Act,1
spṛs,samupa,fin:Pres+Imp+Act,1
spṛs,samupa,fin:Pres+Ind+Act,1
spṛś,,fin:Fut+Cond+Act,1
spṛś,abhi,fin:Pres+Ind+Act,1
spṛś,anu,nfin:Conv,1
spṛś,ni,fin:Pres+Ind+Act,1
spṛś,ni,nfin:Inf,1
spṛś,pari,nfin:Conv,1
spṛś,pari,nfin:Inf,1
spṛś,pari,nfin:Part,1
spṛś,sam,fin:Pres+Opt+Pass,1
spṛś,samabhi,nfin:Part,1
spṛś,upa,fin:Fut+Ind+Act,1
spṛś,upā,nfin:Part,1
spṛś,vi,nfin:Part,1
spṛś,ā,fin:Pres+Opt+Act,1
srambhay,vi,fin:Pres+Opt+Act,1
sraṃs,,fin:Past+Jus+Act,1
sraṃs,,fin:Past+Opt+Act,1
sraṃs,ava,nfin:Inf,1
sraṃs,pari,fin:Impf+Ind+Act,1
sraṃs,pari,nfin:Part,1
sraṃs,vi,fin:Pres+Jus+Act,1
sraṃs,vyava,fin:Pres+Opt+Act,1
sraṃsay,,nfin:Gdv,1
sraṃsay,avavi,nfin:Part,1
srevay,,fin:Pres+Ind+Act,1
srevay,,fin:Pres+Opt+Act,1
srevay,,nfin:Part,1
sridh,,fin:Impf+Ind+Act,1
sridh,,fin:Past+Jus+Act,1
sridh,,fin:Pres+Imp+Act,1
sridh,,fin:Pres+Ind+Act,1
sriv,,fin:Pres+Ind+Act,1
sru,abhi,fin:Pres+Ind+Act,1
sru,abhiniḥ,fin:Pres+Imp+Act,1
sru,abhipra,fin:Impf+Ind+Act,1
sru,abhipra,fin:Past+Ind+Act,1
sru,ati,fin:Past+Ind+Act,1
sru,ava,fin:Pres+Opt+Act,1
sru,ava,nfin:Part,1
sru,ni,fin:Pres+Opt+Act,1
sru,ni,nfin:Part,1
sru,niḥ,fin:Impf+Ind+Act,1
sru,niḥ,fin:Pres+Opt+Act,1
sru,prati,fin:Pres+Ind+Act,1
sru,sam,fin:Past+Ind+Act,1
sru,sam,nfin:Part,1
sru,upa,nfin:Part,1
sru,vi,fin:Fut+Ind+Act,1
sru,vi,fin:Pres+Opt+Act,1
sru,vini,nfin:Part,1
sru,viniḥ,nfin:Conv,1
sru,vyava,fin:Pres+Ind+Act,1
sru,ā,fin:Impf+Ind+Act,1
srāvay,,nfin:Inf,1
srāvay,abhipra,fin:Pres+Ind+Act,1
srāvay,apa,nfin:Part,1
srāvay,ni,fin:Pres+Ind+Act,1
srāvay,ni,fin:Pres+Opt+Act,1
srāvay,niḥ,fin:Past+Ind+Act,1
srāvay,pari,fin:Pres+Opt+Act,1
srāvay,pari,nfin:Gdv,1
srāvay,pra,fin:Pres+Imp+Act,1
srāvay,pra,fin:Pres+Opt+Act,1
srāvay,pra,nfin:Part,1
srāvay,sam,fin:Pres+Opt+Act,1
srāvay,ā,nfin:Part,1
stabakay,,nfin:Part,1
stabhāy,,fin:Past+Ind+Act,1
stabhāy,,fin:Pres+Imp+Act,1
stabhāy,,fin:Pres+Jus+Act,1
stakṣ,niḥ,nfin:Part,1
stambh,,fin:Plp+Ind+Act,1
stambh,,fin:Pres+Opt+Act,1
stambh,prati,nfin:Conv,1
stambh,sam,fin:Past+Ind+Act,1
stambh,sam,fin:Pres+Ind+Pass,1
stambh,sam,nfin:Gdv,1
stambh,upa,fin:Pres+Ind+Pass,1
stambhay,,fin:Fut+Ind+Act,1
stambhay,,nfin:Inf,1
stambhay,sam,fin:Fut+Ind+Act,1
stambhay,sam,fin:Impf+Ind+Act,1
stambhay,sam,fin:Pres+Ind+Act,1
stambhay,upa,nfin:Inf,1
stanay,,fin:Pres+Opt+Act,1
staumay,,nfin:Part,1
stavay,,fin:Pres+Ind+Act,1
staṃs,niḥ,fin:Plp+Ind+Act,1
stenay,,nfin:Part,1
sthagay,,fin:Pres+Imp+Act,1
sthagay,,nfin:Inf,1
sthā,adhyā,fin:Impf+Ind+Act,1
sthā,anupra,nfin:Inf,1
sthā,anupra,nfin:Part,1
sthā,anvadhi,nfin:Part,1
sthā,anvava,fin:Pres+Opt+Act,1
sthā,anvava,fin:Pres+Sub+Act,1
sthā,anvā,nfin:Conv,1
sthā,apa,nfin:Part,1
sthā,apā,fin:Past+Ind+Act,1
sthā,nirā,fin:Past+Ind+Act,1
sthā,paryava,nfin:Conv,1
sthā,paryupa,fin:Pres+Ind+Act,1
sthā,pratyabhipra,fin:Past+Ind+Act,1
sthā,pratyava,fin:Pres+Ind+Act,1
sthā,pratyava,nfin:Conv,1
sthā,pratyupa,fin:Fut+Ind+Act,1
sthā,pratyupa,nfin:Inf,1
sthā,sam,fin:Past+Jus+Act,1
sthā,samanu,fin:Pres+Ind+Act,1
sthā,samanu,fin:Pres+Opt+Act,1
sthā,samanu,nfin:Gdv,1
sthā,samava,fin:Pres+Ind+Act,1
sthā,samava,nfin:Inf,1
sthā,samupa,fin:Fut+Ind+Act,1
sthā,samupa,fin:Pres+Imp+Act,1
sthā,samupā,fin:Pres+Imp+Act,1
sthā,samupā,nfin:Conv,1
sthā,samupā,nfin:Part,1
sthā,samā,fin:Pres+Opt+Act,1
sthā,samā,nfin:Inf,1
sthā,saṃpratyava,nfin:Part,1
sthā,saṃpratyupa,nfin:Part,1
sthā,upa,fin:Past+Opt+Act,1
sthā,upa,fin:Pres+Ind+Pass,1
sthā,upā,fin:Pres+Opt+Act,1
sthā,upā,nfin:Conv,1
sthā,upāva,fin:Past+Ind+Act,1
sthā,vyava,fin:Past+Ind+Act,1
sthā,vyā,fin:Impf+Ind+Act,1
sthā,vyā,fin:Past+Ind+Act,1
sthāpay,,fin:Fut+Cond+Act,1
sthāpay,,fin:Past+Jus+Act,1
sthāpay,,fin:Pres+Sub+Act,1
sthāpay,abhipra,nfin:Part,1
sthāpay,ava,fin:Past+Ind+Act,1
sthāpay,ava,fin:Pres+Imp+Pass,1
sthāpay,ava,fin:Pres+Ind+Pass,1
sthāpay,paryava,fin:Impf+Ind+Act,1
sthāpay,paryava,nfin:Conv,1
sthāpay,pra,fin:Pres+Ind+Pass,1
sthāpay,pratyupa,nfin:Gdv,1
sthāpay,pratyupa,nfin:Part,1
sthāpay,sam,fin:Pres+Ind+Pass,1
sthāpay,sam,nfin:Inf,1
sthāpay,samava,nfin:Part,1
sthāpay,samupa,fin:Past+Ind+Act,1
sthāpay,samupa,fin:Pres+Opt+Act,1
sthāpay,samupa,nfin:Gdv,1
sthāpay,samupa,nfin:Part,1
sthāpay,samā,nfin:Conv,1
sthāpay,saṃprati,nfin:Conv,1
sthāpay,upa,fin:Impf+Ind+Act,1
sthāpay,upa,fin:Past+Ind+Act,1
sthāpay,upa,fin:Pres+Imp+Pass,1
sthāpay,upa,fin:Pres+Opt+Act,1
sthāpay,vyapa,nfin:Part,1
sthāpay,vyava,fin:Impf+Ind+Act,1
sthāpay,vyava,fin:Past+Ind+Act,1
sthāpay,vyava,fin:Pres+Imp+Pass,1
sthāpay,ā,fin:Pres+Imp+Act,1
sthāpay,ā,nfin:Gdv,1
sthūlasthūṇāghaṭāy,,fin:Pres+Ind+Act,1
stigh,pra,fin:Pres+Ind+Act,1
stitīrṣ,niḥ,nfin:Part,1
stobhay,,fin:Impf+Ind+Act,1
stobhay,,fin:Pres+Ind+Act,1
stu,,fin:Fut+Cond+Act,1
stu,,fin:Impf+Ind+Pass,1
stu,,fin:Plp+Ind+Act,1
stu,pra,fin:Fut+Pot+Act,1
stu,pra,fin:Pres+Imp+Act,1
stu,pra,fin:Pres+Ind+Pass,1
stu,sam,nfin:Gdv,1
stu,upa,nfin:Conv,1
stubh,pra,nfin:Part,1
stud,niḥ,fin:Past+Ind+Act,1
styai,ā,nfin:Part,1
stāray,niḥ,fin:Pres+Ind+Act,1
stāray,niḥ,nfin:Part,1
stāray,pra,nfin:Part,1
stāray,vi,fin:Pres+Imp+Pass,1
stāray,vi,fin:Pres+Ind+Pass,1
stāray,ā,fin:Pres+Ind+Act,1
stāvay,,fin:Pres+Ind+Act,1
stāvay,pra,nfin:Part,1
stṛ,,fin:Past+Ind+Pass,1
stṛ,,fin:Past+Jus+Act,1
stṛ,abhi,fin:Pres+Ind+Act,1
stṛ,abhi,nfin:Part,1
stṛ,abhipari,fin:Pres+Ind+Act,1
stṛ,abhivi,nfin:Part,1
stṛ,pari,fin:Impf+Ind+Act,1
stṛ,pari,fin:Impf+Ind+Pass,1
stṛ,pari,fin:Past+Ind+Act,1
stṛ,pari,nfin:Inf,1
stṛ,parivi,nfin:Part,1
stṛ,pra,fin:Pres+Ind+Act,1
stṛ,pra,fin:Pres+Opt+Act,1
stṛ,pratyā,nfin:Part,1
stṛ,pravi,nfin:Part,1
stṛ,samava,nfin:Conv,1
stṛ,samā,fin:Past+Ind+Act,1
stṛ,upa,nfin:Inf,1
stṛ,upavi,nfin:Part,1
stṛ,upā,nfin:Part,1
stṛ,vi,fin:Pres+Imp+Act,1
stṛ,vi,fin:Pres+Opt+Pass,1
stṛ,vini,nfin:Part,1
stṛ,vyava,fin:Pres+Ind+Act,1
stṛ,ā,fin:Pres+Imp+Act,1
stṛh,,nfin:Part,1
su,,fin:Fut+Ind+Act,1
su,,nfin:Inf,1
su,ava,nfin:Part,1
su,pra,fin:Past+Ind+Act,1
su,sam,nfin:Conv,1
su,ud,fin:Pres+Ind+Act,1
su,ā,fin:Impf+Ind+Act,1
su,ā,fin:Plp+Ind+Act,1
su,ā,fin:Pres+Opt+Act,1
subh,,fin:Impf+Ind+Act,1
subh,,fin:Pres+Ind+Act,1
subh,,nfin:Part,1
subhagay,,nfin:Part,1
sukhay,,fin:Fut+Ind+Act,1
sukhay,,nfin:Inf,1
sukhay,upa,fin:Past+Ind+Act,1
sukhāy,,fin:Impf+Ind+Act,1
sukhāy,,fin:Past+Ind+Act,1
sukratūy,,fin:Pres+Ind+Act,1
sup,samā,nfin:Part,1
surabhay,,nfin:Inf,1
susmūrṣ,,nfin:Part,1
suvarṇībhū,,fin:Past+Ind+Act,1
suṣups,,nfin:Part,1
svad,,fin:Fut+Ind+Act,1
svad,,fin:Past+Ind+Act,1
svad,,fin:Past+Jus+Act,1
svad,,fin:Pres+Jus+Act,1
svad,,fin:Pres+Opt+Act,1
svad,,fin:Pres+Sub+Act,1
svad,sam,nfin:Inf,1
svaday,,fin:Pres+Jus+Act,1
svadhay,,fin:Pres+Ind+Act,1
svahastay,,nfin:Conv,1
svaj,,fin:Impf+Ind+Act,1
svaj,,nfin:Conv,1
svaj,sam,fin:Pres+Ind+Act,1
svajanāy,,fin:Pres+Ind+Act,1
svalpaśilāy,,fin:Pres+Ind+Act,1
svan,,fin:Past+Jus+Act,1
svan,ni,fin:Pres+Opt+Act,1
svan,ni,nfin:Part,1
svan,pra,nfin:Part,1
svanay,,fin:Past+Ind+Act,1
svanay,prati,nfin:Part,1
svap,,fin:Impf+Ind+Pass,1
svap,abhipra,nfin:Part,1
svar,,fin:Pres+Sub+Act,1
svar,abhi,fin:Impf+Ind+Act,1
svar,abhi,fin:Past+Ind+Act,1
svar,abhi,nfin:Part,1
svar,anu,nfin:Part,1
svar,sam,fin:Past+Ind+Act,1
svar,sam,fin:Pres+Opt+Act,1
svatantrīkṛ,,nfin:Part,1
sveday,,fin:Pres+Imp+Act,1
sveday,pari,nfin:Conv,1
sveday,pra,nfin:Part,1
sveday,ud,nfin:Conv,1
sveday,upa,fin:Pres+Ind+Pass,1
svid,pra,fin:Past+Ind+Act,1
svid,upa,nfin:Part,1
svid,ā,nfin:Part,1
svād,,fin:Pres+Ind+Act,1
svāday,,fin:Pres+Ind+Pass,1
svāday,,fin:Pres+Opt+Act,1
svāday,sam,fin:Pres+Opt+Act,1
svādhyāy,,fin:Pres+Ind+Act,1
svāpay,pra,fin:Pres+Opt+Act,1
svāpay,pra,nfin:Conv,1
syand,,fin:Fut+Ind+Act,1
syand,,nfin:Inf,1
syand,pra,nfin:Part,1
syand,ā,fin:Pres+Opt+Act,1
syanday,pra,fin:Fut+Ind+Act,1
syanday,pra,fin:Impf+Ind+Act,1
syanday,pra,nfin:Part,1
syanday,sam,fin:Fut+Ind+Act,1
sā,,fin:Past+Imp+Act,1
sā,,fin:Past+Sub+Act,1
sā,ati,nfin:Part,1
sā,ava,fin:Impf+Ind+Act,1
sā,ava,fin:Pres+Sub+Act,1
sā,pratyava,nfin:Part,1
sā,prāva,fin:Pres+Ind+Act,1
sā,prāva,nfin:Conv,1
sā,prāva,nfin:Part,1
sā,samava,nfin:Part,1
sā,udava,fin:Pres+Opt+Act,1
sā,upāva,nfin:Part,1
sā,vyava,nfin:Gdv,1
sā,vyava,nfin:Inf,1
sāday,,nfin:Inf,1
sāday,abhipra,fin:Fut+Ind+Act,1
sāday,abhipra,fin:Impf+Ind+Act,1
sāday,abhipra,fin:Past+Ind+Act,1
sāday,abhisamā,nfin:Conv,1
sāday,apa,fin:Impf+Ind+Act,1
sāday,atyā,nfin:Inf,1
sāday,atyā,nfin:Part,1
sāday,ava,fin:Impf+Ind+Act,1
sāday,ava,nfin:Gdv,1
sāday,pra,fin:Pres+Ind+Pass,1
sāday,prot,nfin:Conv,1
sāday,sam,fin:Impf+Ind+Act,1
sāday,sam,fin:Past+Ind+Act,1
sāday,samut,fin:Pres+Imp+Act,1
sāday,samā,fin:Pres+Imp+Act,1
sāday,saṃpra,fin:Pres+Imp+Act,1
sāday,saṃpra,fin:Pres+Ind+Pass,1
sāday,saṃpra,nfin:Conv,1
sāday,upa,nfin:Gdv,1
sāday,upā,nfin:Conv,1
sāday,upā,nfin:Part,1
sāday,ut,nfin:Inf,1
sāday,ā,fin:Impf+Ind+Pass,1
sāday,ā,nfin:Gdv,1
sādh,,fin:Past+Opt+Act,1
sādhay,pari,fin:Pres+Opt+Act,1
sādhay,pra,fin:Impf+Ind+Act,1
sādhay,pra,fin:Pres+Imp+Act,1
sādhay,pra,fin:Pres+Imp+Pass,1
sādhay,pra,nfin:Inf,1
sādhay,prati,fin:Pres+Opt+Act,1
sādhay,sam,fin:Fut+Ind+Act,1
sādhay,sam,fin:Pres+Imp+Act,1
sādhay,sam,nfin:Inf,1
sādhay,sampra,fin:Pres+Opt+Act,1
sādhay,sampra,nfin:Gdv,1
sādhay,su,nfin:Gdv,1
sāhay,ud,fin:Past+Ind+Act,1
sāhay,ud,fin:Pres+Imp+Act,1
sāhay,ud,fin:Pres+Ind+Act,1
sāhay,ud,nfin:Part,1
sākṣādbhū,,nfin:Conv,1
sāntvay,abhi,fin:Pres+Opt+Act,1
sāntvay,abhi,nfin:Conv,1
sāntvay,sam,fin:Impf+Ind+Act,1
sāntvay,sam,nfin:Conv,1
sāntvay,upa,nfin:Inf,1
sāray,,fin:Pres+Imp+Act,1
sāray,abhi,fin:Past+Ind+Act,1
sāray,abhi,nfin:Conv,1
sāray,abhipra,fin:Pres+Ind+Act,1
sāray,anu,fin:Pres+Ind+Pass,1
sāray,apa,fin:Impf+Ind+Act,1
sāray,apa,fin:Pres+Ind+Pass,1
sāray,ava,nfin:Conv,1
sāray,niḥ,fin:Pres+Imp+Pass,1
sāray,niḥ,fin:Pres+Opt+Act,1
sāray,pra,fin:Pres+Imp+Act,1
sāray,pra,nfin:Gdv,1
sāray,prati,fin:Pres+Ind+Pass,1
sāray,pratipra,fin:Pres+Ind+Act,1
sāray,pravi,fin:Pres+Ind+Act,1
sāray,pravi,fin:Pres+Ind+Pass,1
sāray,pravi,nfin:Conv,1
sāray,pravi,nfin:Part,1
sāray,sampra,fin:Pres+Opt+Act,1
sāray,samut,fin:Pres+Opt+Act,1
sāray,ut,fin:Pres+Imp+Act,1
sāray,ut,fin:Pres+Opt+Act,1
sāray,vi,nfin:Conv,1
sāray,viniḥ,nfin:Conv,1
sāray,ā,nfin:Part,1
sāsah,,fin:Pres+Sub+Act,1
sātīy,,fin:Pres+Ind+Act,1
sāyakāy,,nfin:Part,1
sāyay,ava,fin:Pres+Opt+Act,1
sāyay,ava,nfin:Inf,1
sāyay,vyava,fin:Past+Ind+Act,1
sāyay,vyava,nfin:Part,1
sīkṣ,,fin:Pres+Ind+Act,1
sīkṣ,,fin:Pres+Jus+Act,1
sīv,,nfin:Gdv,1
sīv,sam,nfin:Conv,1
sīvay,,fin:Pres+Ind+Act,1
sū,,fin:Pres+Opt+Act,1
sū,abhipra,nfin:Part,1
sū,anupra,nfin:Part,1
sū,parā,fin:Pres+Imp+Act,1
sū,pra,fin:Fut+Cond+Act,1
sū,pratipra,nfin:Part,1
sū,sam,fin:Impf+Ind+Pass,1
sū,sampra,fin:Pres+Imp+Act,1
sū,ut,fin:Pres+Ind+Act,1
sūcay,,fin:Fut+Ind+Act,1
sūcay,,fin:Impf+Ind+Pass,1
sūcay,,fin:Pres+Imp+Act,1
sūcay,,fin:Pres+Opt+Pass,1
sūcay,,nfin:Gdv,1
sūcay,abhi,nfin:Part,1
sūcay,pra,fin:Pres+Opt+Act,1
sūcay,sam,fin:Pres+Ind+Act,1
sūcay,sam,fin:Pres+Ind+Pass,1
sūcay,sam,nfin:Conv,1
sūd,,fin:Pres+Opt+Act,1
sūday,,fin:Pres+Jus+Act,1
sūrkṣ,,fin:Impf+Ind+Act,1
sūrkṣ,,fin:Pres+Imp+Act,1
sūrkṣ,,fin:Pres+Ind+Act,1
sūtray,,fin:Pres+Ind+Act,1
sūtray,,fin:Pres+Opt+Act,1
sūtray,vi,nfin:Part,1
sṛ,,fin:Fut+Ind+Act,1
sṛ,,fin:Past+Imp+Act,1
sṛ,,fin:Past+Sub+Act,1
sṛ,,fin:Pres+Opt+Act,1
sṛ,,nfin:Gdv,1
sṛ,abhini,nfin:Part,1
sṛ,abhiniḥ,fin:Pres+Ind+Act,1
sṛ,abhiviniḥ,nfin:Part,1
sṛ,abhyava,nfin:Conv,1
sṛ,anu,fin:Impf+Ind+Act,1
sṛ,anu,fin:Pres+Ind+Pass,1
sṛ,anuvi,nfin:Part,1
sṛ,apa,fin:Past+Ind+Act,1
sṛ,apā,nfin:Part,1
sṛ,atyabhi,nfin:Part,1
sṛ,niḥ,fin:Fut+Ind+Act,1
sṛ,niḥ,fin:Past+Ind+Act,1
sṛ,pari,nfin:Conv,1
sṛ,pra,fin:Past+Ind+Pass,1
sṛ,pra,fin:Pres+Ind+Pass,1
sṛ,pra,nfin:Inf,1
sṛ,prati,fin:Pres+Ind+Act,1
sṛ,prati,nfin:Gdv,1
sṛ,pratyava,nfin:Part,1
sṛ,pratyupa,nfin:Conv,1
sṛ,sam,fin:Pres+Imp+Act,1
sṛ,sam,nfin:Inf,1
sṛ,samanu,nfin:Gdv,1
sṛ,samanu,nfin:Part,1
sṛ,samava,nfin:Part,1
sṛ,upa,fin:Pres+Imp+Act,1
sṛ,upa,nfin:Gdv,1
sṛ,vi,fin:Pres+Imp+Act,1
sṛ,vi,fin:Pres+Ind+Act,1
sṛ,viniḥ,fin:Pres+Ind+Act,1
sṛ,vipra,fin:Fut+Ind+Act,1
sṛ,vipra,fin:Past+Ind+Act,1
sṛ,vipra,nfin:Conv,1
sṛ,vyanu,nfin:Part,1
sṛ,vyapa,nfin:Conv,1
