root,valency,tokens,tier
abhiniṣpū,1,1,Monovalent
abhiparihan,1,1,Monovalent
abhiparihāray,1,1,Monovalent
abhiparyañj,1,1,Monovalent
abhiparyukṣ,1,1,Monovalent
abhipragam,1,1,Monovalent
abhipratyave,1,1,Monovalent
abhiprer,1,1,Monovalent
abhipreṣay,1,1,Monovalent
abhiprās,1,1,Monovalent
abhiroṣay,1,1,Monovalent
abhisaṃbhañj,1,1,Monovalent
abhisaṃchad,1,1,Monovalent
abhisaṃchāday,1,1,Monovalent
abhisaṃcintay,1,1,Monovalent
abhisaṃdah,1,1,Monovalent
abhisaṃdarśay,1,1,Monovalent
abhisaṃdih,1,1,Monovalent
abhisaṃhāray,1,1,Monovalent
abhisaṃhṛṣ,1,1,Monovalent
abhisaṃjvar,1,1,Monovalent
abhisaṃkalpay,1,1,Monovalent
abhisaṃkhyā,1,1,Monovalent
abhisaṃkruś,1,1,Monovalent
abhisaṃkṛ,1,1,Monovalent
abhisaṃlabh,1,1,Monovalent
abhisaṃmad,1,1,Monovalent
abhisaṃmuh,1,1,Monovalent
abhisaṃmṛś,1,1,Monovalent
abhisaṃrañj,1,1,Monovalent
abhisaṃrudh,1,1,Monovalent
abhisaṃsmṛ,1,1,Monovalent
abhisaṃspṛś,1,1,Monovalent
abhisaṃsthā,1,1,Monovalent
abhisaṃsvañj,1,1,Monovalent
abhisaṃsīv,1,1,Monovalent
abhisaṃsṛj,1,1,Monovalent
abhisaṃtras,1,1,Monovalent
abhisaṃvap,1,1,Monovalent
abhisaṃveṣṭ,1,1,Monovalent
abhisaṃvyadh,1,1,Monovalent
abhisaṃyat,1,1,Monovalent
abhisaṃyā,1,1,Monovalent
abhisaṃśleṣay,1,1,Monovalent
abhistanay,1,1,Monovalent
abhivinivartay,1,1,Monovalent
abhivinyas,1,1,Monovalent
abhiviparihṛ,1,1,Monovalent
abhiviṣyanday,1,1,Monovalent
abhivyavān,1,1,Monovalent
abhiśriṣ,1,1,Monovalent
abhyadhikībhū,1,1,Monovalent
abhyanumṛj,1,1,Monovalent
abhyarthīy,1,1,Monovalent
abhyatyṛj,1,1,Monovalent
abhyavagāhay,1,1,Monovalent
abhyavasnāpay,1,1,Monovalent
abhyavān,1,1,Monovalent
abhyavās,1,1,Monovalent
abhyudan,1,1,Monovalent
abhyudūh,1,1,Monovalent
abhyujji,1,1,Monovalent
abhyujjuṣ,1,1,Monovalent
abhyullas,1,1,Monovalent
abhyupās,1,1,Monovalent
abhyutsarj,1,1,Monovalent
abhyutsu,1,1,Monovalent
abhyutsṛp,1,1,Monovalent
adbhutāy,1,1,Monovalent
adharay,1,1,Monovalent
adhikhād,1,1,Monovalent
adhinirdham,1,1,Monovalent
adhinivap,1,1,Monovalent
adhinyas,1,1,Monovalent
adhipat,1,1,Monovalent
adhipraṇī,1,1,Monovalent
adhisaṃbhū,1,1,Monovalent
adhisaṃviś,1,1,Monovalent
adhisaṃyat,1,1,Monovalent
adhisnā,1,1,Monovalent
adhistṛ,1,1,Monovalent
adhyah,1,1,Monovalent
adhyaś,1,1,Monovalent
adhyupadhā,1,1,Monovalent
adhyāpat,1,1,Monovalent
adhyāyay,1,1,Monovalent
adhyṛdh,1,1,Monovalent
adhyṛṣ,1,1,Monovalent
adhīps,1,1,Monovalent
ajirāy,1,1,Monovalent
ajñānay,1,1,Monovalent
alasay,1,1,Monovalent
alaṃkāray,1,1,Monovalent
amalay,1,1,Monovalent
amitrāy,1,1,Monovalent
amṛtasādbhū,1,1,Monovalent
anaikāntikīkṛ,1,1,Monovalent
anaruṣkṛ,1,1,Monovalent
andhakāray,1,1,Monovalent
anniy,1,1,Monovalent
anubhakṣay,1,1,Monovalent
anuguṇībhū,1,1,Monovalent
anuhuṃkṛ,1,1,Monovalent
anukhan,1,1,Monovalent
anulamb,1,1,Monovalent
anunigad,1,1,Monovalent
anunirgam,1,1,Monovalent
anunyañj,1,1,Monovalent
anunyṛch,1,1,Monovalent
anupariviṣ,1,1,Monovalent
anuparye,1,1,Monovalent
anuparābhāvay,1,1,Monovalent
anupradiś,1,1,Monovalent
anuprajijñās,1,1,Monovalent
anupratihan,1,1,Monovalent
anupreray,1,1,Monovalent
anusamprayā,1,1,Monovalent
anusaṃbandh,1,1,Monovalent
anusaṃbhṛ,1,1,Monovalent
anusaṃci,1,1,Monovalent
anusaṃcāray,1,1,Monovalent
anusaṃdah,1,1,Monovalent
anusaṃdih,1,1,Monovalent
anusaṃdiś,1,1,Monovalent
anusaṃdru,1,1,Monovalent
anusaṃgrah,1,1,Monovalent
anusaṃjigamiṣ,1,1,Monovalent
anusaṃkālay,1,1,Monovalent
anusaṃmṛś,1,1,Monovalent
anusaṃpiṣ,1,1,Monovalent
anusaṃsādhay,1,1,Monovalent
anusaṃsṛ,1,1,Monovalent
anusaṃsṛj,1,1,Monovalent
anusaṃtṛp,1,1,Monovalent
anusaṃvah,1,1,Monovalent
anusaṃveday,1,1,Monovalent
anusaṃviś,1,1,Monovalent
anusaṃvāday,1,1,Monovalent
anusaṃvṛ,1,1,Monovalent
anuvimuc,1,1,Monovalent
anuvipravas,1,1,Monovalent
anuvyas,1,1,Monovalent
anuvyaś,1,1,Monovalent
anuṣvap,1,1,Monovalent
anvabhidhāv,1,1,Monovalent
anvapān,1,1,Monovalent
anvatī,1,1,Monovalent
anvavayaj,1,1,Monovalent
anvavekṣay,1,1,Monovalent
anvavās,1,1,Monovalent
anvāhan,1,1,Monovalent
anvāsāday,1,1,Monovalent
anvī,1,1,Monovalent
anvīkṣay,1,1,Monovalent
anūccāray,1,1,Monovalent
anūddhṛ,1,1,Monovalent
anūnmad,1,1,Monovalent
anūpadhāray,1,1,Monovalent
anūpayaj,1,1,Monovalent
anūtsāday,1,1,Monovalent
anūttiṣṭhās,1,1,Monovalent
apadhvaṃsay,1,1,Monovalent
apadā,1,1,Monovalent
apamṛś,1,1,Monovalent
apasaṃhṛ,1,1,Monovalent
apasaṃnah,1,1,Monovalent
apasaṃvas,1,1,Monovalent
apastambh,1,1,Monovalent
apasy,1,1,Monovalent
apavitray,1,1,Monovalent
apavātay,1,1,Monovalent
apekṣay,1,1,Monovalent
apipāthay,1,1,Monovalent
apive,1,1,Monovalent
apohay,1,1,Monovalent
apojjigāṃs,1,1,Monovalent
apotkram,1,1,Monovalent
apotsṛj,1,1,Monovalent
apyad,1,1,Monovalent
apyatyṛj,1,1,Monovalent
apye,1,1,Monovalent
apyūh,1,1,Monovalent
araṃkṛ,1,1,Monovalent
ardīy,1,1,Monovalent
argalay,1,1,Monovalent
aruṇāy,1,1,Monovalent
arātiy,1,1,Monovalent
arūkṛ,1,1,Monovalent
astaṃgamay,1,1,Monovalent
atipari,1,1,Monovalent
atipravṛ,1,1,Monovalent
atipreray,1,1,Monovalent
atipreṣ,1,1,Monovalent
atisad,1,1,Monovalent
atisaṃrudh,1,1,Monovalent
atisaṃvṛdh,1,1,Monovalent
atisisṛps,1,1,Monovalent
atitvaray,1,1,Monovalent
ativitsay,1,1,Monovalent
atyah,1,1,Monovalent
atye,1,1,Monovalent
atyujjhā,1,1,Monovalent
atyunnamay,1,1,Monovalent
atyupadhā,1,1,Monovalent
atyādhāv,1,1,Monovalent
atyānī,1,1,Monovalent
atyāvap,1,1,Monovalent
atīṣ,1,1,Monovalent
avadrā,1,1,Monovalent
avakampay,1,1,Monovalent
avamīmāṃs,1,1,Monovalent
avaplāvay,1,1,Monovalent
avarj,1,1,Monovalent
avasṛ,1,1,Monovalent
avatarpay,1,1,Monovalent
avavip,1,1,Monovalent
avavṛdh,1,1,Monovalent
avelay,1,1,Monovalent
aveṣ,1,1,Monovalent
aviśeṣay,1,1,Monovalent
avāj,1,1,Monovalent
avāpoh,1,1,Monovalent
avāvad,1,1,Monovalent
aśnāy,1,1,Monovalent
aḍhaṇḍholay,1,1,Monovalent
aṅkūy,1,1,Monovalent
baddhay,1,1,Monovalent
badh,1,1,Monovalent
badhiray,1,1,Monovalent
baladībhū,1,1,Monovalent
balbal,1,1,Monovalent
bandīkṛ,1,1,Monovalent
bebhid,1,1,Monovalent
bhajay,1,1,Monovalent
bhakṣaṃkṛ,1,1,Monovalent
bhandanāy,1,1,Monovalent
bhartsāpay,1,1,Monovalent
bhaṅguray,1,1,Monovalent
bheṣ,1,1,Monovalent
bhikṣay,1,1,Monovalent
bhiṣakkṛ,1,1,Monovalent
bhrāśay,1,1,Monovalent
bhrī,1,1,Monovalent
bhuraj,1,1,Monovalent
bhyas,1,1,Monovalent
bhāpay,1,1,Monovalent
bhāṭay,1,1,Monovalent
bhūṣaṇīkṛ,1,1,Monovalent
bhṛtyāy,1,1,Monovalent
bhṛśāy,1,1,Monovalent
bhṛṅgāy,1,1,Monovalent
bibhakṣay,1,1,Monovalent
bibhaṇiṣ,1,1,Monovalent
bobudh,1,1,Monovalent
bālāy,1,1,Monovalent
bāṇāy,1,1,Monovalent
bāṣpāy,1,1,Monovalent
cand,1,1,Monovalent
candrāy,1,1,Monovalent
capalāy,1,1,Monovalent
caraṇīy,1,1,Monovalent
carvay,1,1,Monovalent
caṅkṣam,1,1,Monovalent
caṭakāy,1,1,Monovalent
cechid,1,1,Monovalent
chal,1,1,Monovalent
chatrāy,1,1,Monovalent
chaṇṭay,1,1,Monovalent
chāyay,1,1,Monovalent
cicar,1,1,Monovalent
cichid,1,1,Monovalent
cidānandāy,1,1,Monovalent
cihnīkṛ,1,1,Monovalent
cikhādiṣ,1,1,Monovalent
cikīrtayiṣ,1,1,Monovalent
cintāpay,1,1,Monovalent
cittāy,1,1,Monovalent
ciściṣākṛ,1,1,Monovalent
ciṭiciṭāy,1,1,Monovalent
cucumbiṣ,1,1,Monovalent
culukay,1,1,Monovalent
cumacumāy,1,1,Monovalent
cūrṇīy,1,1,Monovalent
dabhāy,1,1,Monovalent
damany,1,1,Monovalent
dan,1,1,Monovalent
dandaś,1,1,Monovalent
danturay,1,1,Monovalent
davay,1,1,Monovalent
dayay,1,1,Monovalent
dedī,1,1,Monovalent
dhiṣaṇy,1,1,Monovalent
dhvānay,1,1,Monovalent
dhūsarībhū,1,1,Monovalent
didhārayiṣ,1,1,Monovalent
dodrav,1,1,Monovalent
dodu,1,1,Monovalent
dravay,1,1,Monovalent
dudhukṣ,1,1,Monovalent
dudhūṣ,1,1,Monovalent
durbalībhū,1,1,Monovalent
durgṛbhīy,1,1,Monovalent
durhaṇāy,1,1,Monovalent
durjanāy,1,1,Monovalent
durlabhībhū,1,1,Monovalent
duḥkhāy,1,1,Monovalent
duḥkhīy,1,1,Monovalent
dyutay,1,1,Monovalent
dādhmā,1,1,Monovalent
dāyay,1,1,Monovalent
dīkṣāpay,1,1,Monovalent
dīrghay,1,1,Monovalent
erts,1,1,Monovalent
gadāy,1,1,Monovalent
gai,1,1,Monovalent
gajībhū,1,1,Monovalent
galahastay,1,1,Monovalent
gard,1,1,Monovalent
garuḍāy,1,1,Monovalent
garv,1,1,Monovalent
gaṅgūy,1,1,Monovalent
gaṇḍūṣay,1,1,Monovalent
ghoṣāpay,1,1,Monovalent
ghṛṇāy,1,1,Monovalent
giray,1,1,Monovalent
gomayāy,1,1,Monovalent
guḍaguḍāy,1,1,Monovalent
guḍguḍāy,1,1,Monovalent
guṇṭh,1,1,Monovalent
gāmay,1,1,Monovalent
gānīkṛ,1,1,Monovalent
gūrdhay,1,1,Monovalent
gṛbhay,1,1,Monovalent
hambhāy,1,1,Monovalent
haritāy,1,1,Monovalent
hastīkṛ,1,1,Monovalent
haṃsībhū,1,1,Monovalent
hel,1,1,Monovalent
hikkay,1,1,Monovalent
huvany,1,1,Monovalent
hvalay,1,1,Monovalent
hvāray,1,1,Monovalent
hāsarasāy,1,1,Monovalent
hūrchay,1,1,Monovalent
hṛṇāy,1,1,Monovalent
icchāpay,1,1,Monovalent
ikramiṣ,1,1,Monovalent
indhanībhū,1,1,Monovalent
indray,1,1,Monovalent
iradh,1,1,Monovalent
iyasy,1,1,Monovalent
iṣaṇay,1,1,Monovalent
iṣūy,1,1,Monovalent
jalāy,1,1,Monovalent
janiy,1,1,Monovalent
jarjaray,1,1,Monovalent
jayadhvajāy,1,1,Monovalent
jañj,1,1,Monovalent
jaṭilay,1,1,Monovalent
jaṭīkṛ,1,1,Monovalent
jegīy,1,1,Monovalent
jigrahayiṣ,1,1,Monovalent
jigās,1,1,Monovalent
jihmāy,1,1,Monovalent
jri,1,1,Monovalent
jugukṣ,1,1,Monovalent
jvālāy,1,1,Monovalent
jyut,1,1,Monovalent
jñīps,1,1,Monovalent
jājṛmbh,1,1,Monovalent
jālāy,1,1,Monovalent
jīrṇay,1,1,Monovalent
kacakac,1,1,Monovalent
kacay,1,1,Monovalent
kadalīvanāy,1,1,Monovalent
kalpalatāvanāy,1,1,Monovalent
kalpāy,1,1,Monovalent
kalāpāy,1,1,Monovalent
kamalāy,1,1,Monovalent
kapilāy,1,1,Monovalent
kapiśay,1,1,Monovalent
karadīkṛ,1,1,Monovalent
kavacay,1,1,Monovalent
kaṇakaṇāy,1,1,Monovalent
kaṇūkay,1,1,Monovalent
kaṣay,1,1,Monovalent
kaṣāyīkṛ,1,1,Monovalent
kaṭākṣay,1,1,Monovalent
kekāy,1,1,Monovalent
kelay,1,1,Monovalent
khaj,1,1,Monovalent
khallay,1,1,Monovalent
khanakhanāy,1,1,Monovalent
kharj,1,1,Monovalent
kharāy,1,1,Monovalent
khaṭṭāy,1,1,Monovalent
khoṭay,1,1,Monovalent
khud,1,1,Monovalent
khurakhurāy,1,1,Monovalent
khurukhurāy,1,1,Monovalent
khātay,1,1,Monovalent
kilakilāy,1,1,Monovalent
kiṃkarīkṛ,1,1,Monovalent
kiṭakiṭāy,1,1,Monovalent
kiṭṭāy,1,1,Monovalent
klāmay,1,1,Monovalent
knopay,1,1,Monovalent
kokūj,1,1,Monovalent
kokūy,1,1,Monovalent
krośay,1,1,Monovalent
krāth,1,1,Monovalent
krāthay,1,1,Monovalent
kuhukuhāy,1,1,Monovalent
kulyāy,1,1,Monovalent
kuraṅgāy,1,1,Monovalent
kuḍ,1,1,Monovalent
kālvālīkṛ,1,1,Monovalent
kāntāy,1,1,Monovalent
kāṅkṣay,1,1,Monovalent
kāṅkṣāy,1,1,Monovalent
kāṇkṣ,1,1,Monovalent
kīray,1,1,Monovalent
kśāpay,1,1,Monovalent
kūḍ,1,1,Monovalent
kūṇay,1,1,Monovalent
kūṭay,1,1,Monovalent
kṛcchrāy,1,1,Monovalent
kṛpaṇ,1,1,Monovalent
kṛpaṇy,1,1,Monovalent
kṛśay,1,1,Monovalent
kṛṣṇāy,1,1,Monovalent
kṣayay,1,1,Monovalent
kṣāmatarīkṛ,1,1,Monovalent
kṣīrodāy,1,1,Monovalent
lagay,1,1,Monovalent
lambāy,1,1,Monovalent
lasay,1,1,Monovalent
lavaṇāy,1,1,Monovalent
lekhāpay,1,1,Monovalent
lekhāy,1,1,Monovalent
lilambiṣ,1,1,Monovalent
lilikṣ,1,1,Monovalent
lilāpayiṣ,1,1,Monovalent
lolup,1,1,Monovalent
lulobhay,1,1,Monovalent
luñcay,1,1,Monovalent
lālāpay,1,1,Monovalent
lālāy,1,1,Monovalent
lūlup,1,1,Monovalent
madhukarāy,1,1,Monovalent
madhuray,1,1,Monovalent
madhurāy,1,1,Monovalent
makarāy,1,1,Monovalent
mamar,1,1,Monovalent
mandarāy,1,1,Monovalent
mandākinīpravāhāy,1,1,Monovalent
marīmṛj,1,1,Monovalent
mathay,1,1,Monovalent
maunāy,1,1,Monovalent
mayūkhāy,1,1,Monovalent
maṇḍalay,1,1,Monovalent
maṇṭay,1,1,Monovalent
mehay,1,1,Monovalent
mekhalāy,1,1,Monovalent
melāpay,1,1,Monovalent
micch,1,1,Monovalent
mitrīy,1,1,Monovalent
mokṣāy,1,1,Monovalent
mraday,1,1,Monovalent
mrit,1,1,Monovalent
mumudiṣ,1,1,Monovalent
mur,1,1,Monovalent
muṇḍāpay,1,1,Monovalent
mālyaguṇāy,1,1,Monovalent
mālāy,1,1,Monovalent
māmad,1,1,Monovalent
mānavasy,1,1,Monovalent
māthay,1,1,Monovalent
māṇikyavṛkṣakavanāy,1,1,Monovalent
mīmāṃsay,1,1,Monovalent
mūkīkṛ,1,1,Monovalent
mṛc,1,1,Monovalent
mṛkṣ,1,1,Monovalent
n,1,1,Monovalent
nabhaḥkusumāy,1,1,Monovalent
nadasy,1,1,Monovalent
nagnaṃkṛ,1,1,Monovalent
navanavāy,1,1,Monovalent
naśāy,1,1,Monovalent
nibhas,1,1,Monovalent
nidhānīkṛ,1,1,Monovalent
nidānay,1,1,Monovalent
nikaṣāy,1,1,Monovalent
nimnīkṛ,1,1,Monovalent
nipreṣ,1,1,Monovalent
niravaji,1,1,Monovalent
nirayāy,1,1,Monovalent
nirbhayībhū,1,1,Monovalent
nirjyā,1,1,Monovalent
nirutsic,1,1,Monovalent
nirvivarīkṛ,1,1,Monovalent
nirvleṣay,1,1,Monovalent
nirvyañj,1,1,Monovalent
nirvyūh,1,1,Monovalent
nirvṛṣ,1,1,Monovalent
nirṛd,1,1,Monovalent
niścintay,1,1,Monovalent
niḥspandīkṛ,1,1,Monovalent
niṣkrīḍay,1,1,Monovalent
niṣprekṣ,1,1,Monovalent
nyarpay,1,1,Monovalent
nye,1,1,Monovalent
nyūh,1,1,Monovalent
nyṛch,1,1,Monovalent
nāthay,1,1,Monovalent
nīrandhray,1,1,Monovalent
nīrogay,1,1,Monovalent
nīḍay,1,1,Monovalent
nṛmaṇasy,1,1,Monovalent
pakṣ,1,1,Monovalent
pakṣāy,1,1,Monovalent
palyāy,1,1,Monovalent
paridṛṃhay,1,1,Monovalent
parighātay,1,1,Monovalent
parighāy,1,1,Monovalent
parigrāhay,1,1,Monovalent
parijigāṃs,1,1,Monovalent
parilips,1,1,Monovalent
parimārg,1,1,Monovalent
parinirhan,1,1,Monovalent
parinirvap,1,1,Monovalent
parinirṇij,1,1,Monovalent
pariniścintay,1,1,Monovalent
pariniṣpāday,1,1,Monovalent
pariprahi,1,1,Monovalent
pariprajan,1,1,Monovalent
paripre,1,1,Monovalent
pariprokṣ,1,1,Monovalent
pariprokṣay,1,1,Monovalent
parisamāpay,1,1,Monovalent
parisamūhay,1,1,Monovalent
parisaṃhṛṣ,1,1,Monovalent
parisaṃkṣip,1,1,Monovalent
parisaṃpat,1,1,Monovalent
parisaṃplu,1,1,Monovalent
parisaṃspṛś,1,1,Monovalent
parisaṃsṛj,1,1,Monovalent
parisaṃtuṣ,1,1,Monovalent
parisaṃvāray,1,1,Monovalent
parisaṃśudh,1,1,Monovalent
parivirāj,1,1,Monovalent
pariśāyay,1,1,Monovalent
pariṣṭambh,1,1,Monovalent
paruṣay,1,1,Monovalent
paryavalup,1,1,Monovalent
paryaṅkhay,1,1,Monovalent
paryudvij,1,1,Monovalent
paryunnī,1,1,Monovalent
paryutpātay,1,1,Monovalent
paryācikīrṣ,1,1,Monovalent
paryākulay,1,1,Monovalent
paryāplu,1,1,Monovalent
paryāvah,1,1,Monovalent
paryāṭay,1,1,Monovalent
parāpruth,1,1,Monovalent
parāstu,1,1,Monovalent
parāyāpay,1,1,Monovalent
pattīyāpay,1,1,Monovalent
paṅktīkṛ,1,1,Monovalent
paṇay,1,1,Monovalent
phalāy,1,1,Monovalent
phull,1,1,Monovalent
picchilay,1,1,Monovalent
piprīṣ,1,1,Monovalent
pipāyiṣ,1,1,Monovalent
pitūy,1,1,Monovalent
piñjaray,1,1,Monovalent
piśaṅgay,1,1,Monovalent
piśunay,1,1,Monovalent
popruth,1,1,Monovalent
potay,1,1,Monovalent
prabibhāvayiṣ,1,1,Monovalent
pradhraj,1,1,Monovalent
prahāvay,1,1,Monovalent
prakṣviḍ,1,1,Monovalent
pramadāy,1,1,Monovalent
pramanday,1,1,Monovalent
pramrad,1,1,Monovalent
pramumodayiṣ,1,1,Monovalent
prapay,1,1,Monovalent
prarohay,1,1,Monovalent
prasaṃcakṣ,1,1,Monovalent
prasaṃpaś,1,1,Monovalent
prastarīkṛ,1,1,Monovalent
prasvar,1,1,Monovalent
prasā,1,1,Monovalent
pratibhuj,1,1,Monovalent
pratidhā,1,1,Monovalent
pratigup,1,1,Monovalent
pratiharay,1,1,Monovalent
pratihiṃkṛ,1,1,Monovalent
pratimokṣ,1,1,Monovalent
pratininī,1,1,Monovalent
pratiniras,1,1,Monovalent
pratinirji,1,1,Monovalent
pratinirmā,1,1,Monovalent
pratiniryātay,1,1,Monovalent
pratinistṛ,1,1,Monovalent
pratinivap,1,1,Monovalent
pratiniṣpū,1,1,Monovalent
pratinyas,1,1,Monovalent
pratiprās,1,1,Monovalent
pratisaṃbodhay,1,1,Monovalent
pratisaṃbudh,1,1,Monovalent
pratisaṃcar,1,1,Monovalent
pratisaṃchad,1,1,Monovalent
pratisaṃchāday,1,1,Monovalent
pratisaṃhā,1,1,Monovalent
pratisaṃhāray,1,1,Monovalent
pratisaṃjan,1,1,Monovalent
pratisaṃkrāmay,1,1,Monovalent
pratisaṃkuñc,1,1,Monovalent
pratisaṃmiśray,1,1,Monovalent
pratisaṃsah,1,1,Monovalent
pratisaṃstambh,1,1,Monovalent
pratisaṃsthā,1,1,Monovalent
pratisaṃveṣṭ,1,1,Monovalent
pratisaṃvid,1,1,Monovalent
pratisaṃvāray,1,1,Monovalent
pratisaṃśru,1,1,Monovalent
prativibhū,1,1,Monovalent
prativiparī,1,1,Monovalent
prativivad,1,1,Monovalent
pratiśāyay,1,1,Monovalent
pratyabhihiṃkṛ,1,1,Monovalent
pratyabhihu,1,1,Monovalent
pratyabhiniryā,1,1,Monovalent
pratyabhiṣu,1,1,Monovalent
pratyabhyarcay,1,1,Monovalent
pratyakṣay,1,1,Monovalent
pratyapakram,1,1,Monovalent
pratyatikram,1,1,Monovalent
pratyavanī,1,1,Monovalent
pratyavasic,1,1,Monovalent
pratyudgrah,1,1,Monovalent
pratyudīr,1,1,Monovalent
pratyunmiṣ,1,1,Monovalent
pratyupanah,1,1,Monovalent
pratyupekṣ,1,1,Monovalent
pratyupās,1,1,Monovalent
pratyutpā,1,1,Monovalent
pratyādṛ,1,1,Monovalent
pratyākṛ,1,1,Monovalent
pratyāpān,1,1,Monovalent
pravinirdhū,1,1,Monovalent
probh,1,1,Monovalent
proccaṭ,1,1,Monovalent
procchal,1,1,Monovalent
procchvāsay,1,1,Monovalent
prodghāṭay,1,1,Monovalent
prodvejay,1,1,Monovalent
projjval,1,1,Monovalent
prollikh,1,1,Monovalent
pronmarday,1,1,Monovalent
pronmṛj,1,1,Monovalent
pronnī,1,1,Monovalent
prothay,1,1,Monovalent
prottolay,1,1,Monovalent
proñch,1,1,Monovalent
prārday,1,1,Monovalent
prāñj,1,1,Monovalent
prāṇāy,1,1,Monovalent
pulināy,1,1,Monovalent
purobhāvay,1,1,Monovalent
putriy,1,1,Monovalent
putrīy,1,1,Monovalent
puñjaray,1,1,Monovalent
pānthāy,1,1,Monovalent
pāpaṭh,1,1,Monovalent
pātray,1,1,Monovalent
pāṇḍurīkṛ,1,1,Monovalent
pāṭalay,1,1,Monovalent
pīyūṣavarṣāy,1,1,Monovalent
pūrvapakṣay,1,1,Monovalent
pūtkṛ,1,1,Monovalent
pṛkṣ,1,1,Monovalent
pṛthulay,1,1,Monovalent
raktasūryāy,1,1,Monovalent
ramāpay,1,1,Monovalent
randhanāy,1,1,Monovalent
rathakām,1,1,Monovalent
rathirāy,1,1,Monovalent
rathīy,1,1,Monovalent
raśanāy,1,1,Monovalent
rebhāy,1,1,Monovalent
rekṇasy,1,1,Monovalent
riph,1,1,Monovalent
riṅg,1,1,Monovalent
romāñc,1,1,Monovalent
roruc,1,1,Monovalent
rorud,1,1,Monovalent
rucay,1,1,Monovalent
ruvaṇy,1,1,Monovalent
rājapathāy,1,1,Monovalent
rārap,1,1,Monovalent
rāsabhāy,1,1,Monovalent
rāṇ,1,1,Monovalent
rūpāy,1,1,Monovalent
sacanasy,1,1,Monovalent
sacasy,1,1,Monovalent
samabhibhū,1,1,Monovalent
samabhivyāp,1,1,Monovalent
samabhivīkṣ,1,1,Monovalent
samabhyuddhṛ,1,1,Monovalent
samabhyudgam,1,1,Monovalent
samabhyūh,1,1,Monovalent
samabhīps,1,1,Monovalent
samadhiropay,1,1,Monovalent
samadhyas,1,1,Monovalent
samagray,1,1,Monovalent
samanveṣay,1,1,Monovalent
samanvi,1,1,Monovalent
samary,1,1,Monovalent
samavakṣi,1,1,Monovalent
samavavṛt,1,1,Monovalent
samavekṣay,1,1,Monovalent
samay,1,1,Monovalent
samparyāp,1,1,Monovalent
sampraṇidhā,1,1,Monovalent
samprer,1,1,Monovalent
samuccal,1,1,Monovalent
samucchad,1,1,Monovalent
samucchvāsay,1,1,Monovalent
samudbandh,1,1,Monovalent
samuddhā,1,1,Monovalent
samuddru,1,1,Monovalent
samuddīpay,1,1,Monovalent
samudgranth,1,1,Monovalent
samudyojay,1,1,Monovalent
samujjṛmbh,1,1,Monovalent
samunmīlay,1,1,Monovalent
samunnad,1,1,Monovalent
samunnāmay,1,1,Monovalent
samupagrah,1,1,Monovalent
samupanṛt,1,1,Monovalent
samupasaṃkram,1,1,Monovalent
samupasāday,1,1,Monovalent
samupaśliṣ,1,1,Monovalent
samutkalpay,1,1,Monovalent
samutkleśay,1,1,Monovalent
samutkūlay,1,1,Monovalent
samutpiṣ,1,1,Monovalent
samutpātay,1,1,Monovalent
samutpīḍay,1,1,Monovalent
samutpū,1,1,Monovalent
samutsad,1,1,Monovalent
samutsarpay,1,1,Monovalent
samuttras,1,1,Monovalent
samāman,1,1,Monovalent
samāvāp,1,1,Monovalent
samāyu,1,1,Monovalent
samāñj,1,1,Monovalent
saniṣvan,1,1,Monovalent
sanāy,1,1,Monovalent
sapatnāy,1,1,Monovalent
saray,1,1,Monovalent
sarīsṛp,1,1,Monovalent
sattrāy,1,1,Monovalent
satvanāy,1,1,Monovalent
saṃbṛṃh,1,1,Monovalent
saṃcākaś,1,1,Monovalent
saṃheṣ,1,1,Monovalent
saṃhāpay,1,1,Monovalent
saṃjṛmbhay,1,1,Monovalent
saṃkranday,1,1,Monovalent
saṃlaṅghay,1,1,Monovalent
saṃmukhyas,1,1,Monovalent
saṃnikṛ,1,1,Monovalent
saṃnipad,1,1,Monovalent
saṃnirvā,1,1,Monovalent
saṃniṣkṛṣ,1,1,Monovalent
saṃnyāsay,1,1,Monovalent
saṃpipādayiṣ,1,1,Monovalent
saṃprajvalay,1,1,Monovalent
saṃprakṣud,1,1,Monovalent
saṃpramlā,1,1,Monovalent
saṃpratipālay,1,1,Monovalent
saṃpratyah,1,1,Monovalent
saṃpratyāyay,1,1,Monovalent
saṃpravā,1,1,Monovalent
saṃprāpay,1,1,Monovalent
saṃprārth,1,1,Monovalent
saṃsphāy,1,1,Monovalent
saṃsraṃs,1,1,Monovalent
saṃvaś,1,1,Monovalent
saṃvici,1,1,Monovalent
saṃvyavahār,1,1,Monovalent
saṃvyāp,1,1,Monovalent
saṃvīkṣ,1,1,Monovalent
seṣidh,1,1,Monovalent
siprāy,1,1,Monovalent
siṃhāy,1,1,Monovalent
siṣādh,1,1,Monovalent
skubh,1,1,Monovalent
smeray,1,1,Monovalent
soṣav,1,1,Monovalent
sphar,1,1,Monovalent
sphuray,1,1,Monovalent
srambhay,1,1,Monovalent
sriv,1,1,Monovalent
stabakay,1,1,Monovalent
staumay,1,1,Monovalent
stavay,1,1,Monovalent
staṃs,1,1,Monovalent
sthūlasthūṇāghaṭāy,1,1,Monovalent
stitīrṣ,1,1,Monovalent
stṛh,1,1,Monovalent
subhagay,1,1,Monovalent
sukratūy,1,1,Monovalent
sup,1,1,Monovalent
susmūrṣ,1,1,Monovalent
