root,valency,tokens,first_consonant,vowel,articulation_place,varga_column,bonding_cluster
pū,45,2430,p,ū,pavarga,C1 (unvoiced unaspirate),22
aś,44,2164,—,a,vowel-initial,non-varga (vowel-initial),16
coday,44,1049,c,o,cavarga,C1 (unvoiced unaspirate),
dṛ,44,586,d,ṛ,tavarga,C3 (voiced unaspirate),
gṛ,43,552,g,ṛ,kavarga,C3 (voiced unaspirate),
varṇay,43,431,v,a,semivowel,non-varga (semivowel),
mad,42,1392,m,a,pavarga,C5 (nasal),
ṣad,42,992,ṣ,a,sibilant,non-varga (sibilant),
yāc,42,847,y,ā,semivowel,non-varga (semivowel),
khan,42,631,kh,a,kavarga,C2 (unvoiced aspirate),
nud,42,452,n,u,tavarga,C5 (nasal),
vāpay,42,321,v,ā,semivowel,non-varga (semivowel),
guh,41,680,g,u,kavarga,C3 (voiced unaspirate),
nah,41,598,n,a,tavarga,C5 (nasal),
lap,41,427,l,a,semivowel,non-varga (semivowel),
kamp,41,422,k,a,kavarga,C1 (unvoiced unaspirate),
śvāsay,41,415,ś,ā,sibilant,non-varga (sibilant),
tāpay,41,345,t,ā,tavarga,C1 (unvoiced unaspirate),
janay,40,1851,j,a,cavarga,C3 (voiced unaspirate),
sādhay,40,1424,s,ā,sibilant,non-varga (sibilant),
sū,40,1327,s,ū,sibilant,non-varga (sibilant),
piṣ,40,1186,p,i,pavarga,C1 (unvoiced unaspirate),
śuc,40,907,ś,u,sibilant,non-varga (sibilant),
cchāday,40,514,c,ā,cavarga,C1 (unvoiced unaspirate),
pṛ,39,2105,p,ṛ,pavarga,C1 (unvoiced unaspirate),42
kīrtay,39,1874,k,ī,kavarga,C1 (unvoiced unaspirate),
krī,39,668,k,ī,kavarga,C1 (unvoiced unaspirate),
rādhay,39,517,r,ā,semivowel,non-varga (semivowel),
lobhay,39,112,l,o,semivowel,non-varga (semivowel),
hṛṣ,38,1950,h,ṛ,glottal,non-varga (glottal),
kāray,38,1733,k,ā,kavarga,C1 (unvoiced unaspirate),
añj,38,1217,—,a,vowel-initial,non-varga (vowel-initial),
ric,38,901,r,i,semivowel,non-varga (semivowel),
kﾱp,38,714,k,?,kavarga,C1 (unvoiced unaspirate),
nand,38,625,n,a,tavarga,C5 (nasal),
mānay,38,514,m,ā,pavarga,C5 (nasal),
vṛh,38,139,v,ṛ,semivowel,non-varga (semivowel),
nāmay,38,101,n,ā,tavarga,C5 (nasal),
pac,37,2238,p,a,pavarga,C1 (unvoiced unaspirate),62
cyu,37,923,c,u,cavarga,C1 (unvoiced unaspirate),
vṛṣ,37,807,v,ṛ,semivowel,non-varga (semivowel),
mohay,37,643,m,o,pavarga,C5 (nasal),
krīḍ,37,565,k,ī,kavarga,C1 (unvoiced unaspirate),
dāpay,36,821,d,ā,tavarga,C3 (voiced unaspirate),
cal,36,722,c,a,cavarga,C1 (unvoiced unaspirate),
śodhay,36,700,ś,o,sibilant,non-varga (sibilant),
śoṣay,36,580,ś,o,sibilant,non-varga (sibilant),
ghātay,36,290,gh,ā,kavarga,C4 (voiced aspirate),
pāṭay,36,264,p,ā,pavarga,C1 (unvoiced unaspirate),
cālay,36,215,c,ā,cavarga,C1 (unvoiced unaspirate),
srāvay,36,169,s,ā,sibilant,non-varga (sibilant),
jap,35,1807,j,a,cavarga,C3 (voiced unaspirate),
tarpay,35,1153,t,a,tavarga,C1 (unvoiced unaspirate),
yat,35,1010,y,a,semivowel,non-varga (semivowel),
duh,35,845,d,u,tavarga,C3 (voiced unaspirate),
dhāpay,35,212,dh,ā,tavarga,C4 (voiced aspirate),
sidh,34,2659,s,i,sibilant,non-varga (sibilant),53
muh,34,1308,m,u,pavarga,C5 (nasal),
ṛdh,34,1072,—,ṛ,vowel-initial,non-varga (vowel-initial),
kāṅkṣ,34,417,k,ā,kavarga,C1 (unvoiced unaspirate),
rādh,34,388,r,ā,semivowel,non-varga (semivowel),
rocay,34,329,r,o,semivowel,non-varga (semivowel),
arcay,33,965,—,a,vowel-initial,non-varga (vowel-initial),
bhram,33,963,bh,a,pavarga,C4 (voiced aspirate),
indh,33,821,—,i,vowel-initial,non-varga (vowel-initial),
jñapay,33,342,j,a,cavarga,C3 (voiced unaspirate),
ruj,33,208,r,u,semivowel,non-varga (semivowel),
tṛd,33,146,t,ṛ,tavarga,C1 (unvoiced unaspirate),
jval,32,1079,j,a,cavarga,C3 (voiced unaspirate),
rāj,32,855,r,ā,semivowel,non-varga (semivowel),
rañj,32,705,r,a,semivowel,non-varga (semivowel),
śamay,32,512,ś,a,sibilant,non-varga (sibilant),
lih,32,486,l,i,semivowel,non-varga (semivowel),
harṣay,32,258,h,a,glottal,non-varga (glottal),
pṛc,32,229,p,ṛ,pavarga,C1 (unvoiced unaspirate),
gaṇay,32,202,g,a,kavarga,C3 (voiced unaspirate),
mi,32,179,m,i,pavarga,C5 (nasal),
śram,31,778,ś,a,sibilant,non-varga (sibilant),
lepay,31,692,l,e,semivowel,non-varga (semivowel),
ṛch,31,612,—,ṛ,vowel-initial,non-varga (vowel-initial),
majj,31,589,m,a,pavarga,C5 (nasal),
dhṛṣ,31,260,dh,ṛ,tavarga,C4 (voiced aspirate),
śuṣ,31,240,ś,u,sibilant,non-varga (sibilant),
mocay,31,208,m,o,pavarga,C5 (nasal),
marday,30,1971,m,a,pavarga,C5 (nasal),
ruc,30,659,r,u,semivowel,non-varga (semivowel),
tras,30,524,t,a,tavarga,C1 (unvoiced unaspirate),
bhraṃś,30,520,bh,a,pavarga,C4 (voiced aspirate),
nṛt,30,432,n,ṛ,tavarga,C5 (nasal),
ṣidh,30,305,ṣ,i,sibilant,non-varga (sibilant),
śliṣ,30,278,ś,i,sibilant,non-varga (sibilant),
ṣañj,30,264,ṣ,a,sibilant,non-varga (sibilant),
arthay,30,219,—,a,vowel-initial,non-varga (vowel-initial),
kampay,30,214,k,a,kavarga,C1 (unvoiced unaspirate),
vadh,29,1307,v,a,semivowel,non-varga (semivowel),
gad,29,765,g,a,kavarga,C3 (voiced unaspirate),
arpay,29,716,—,a,vowel-initial,non-varga (vowel-initial),
arc,29,638,—,a,vowel-initial,non-varga (vowel-initial),
nāśay,29,634,n,ā,tavarga,C5 (nasal),
tāḍay,29,500,t,ā,tavarga,C1 (unvoiced unaspirate),
kṣar,29,283,k,a,kavarga,C1 (unvoiced unaspirate),
yātay,29,162,y,ā,semivowel,non-varga (semivowel),
khyāpay,29,116,kh,ā,kavarga,C2 (unvoiced aspirate),
mṛ,28,2665,m,ṛ,pavarga,C5 (nasal),41
ās,28,2061,—,ā,vowel-initial,non-varga (vowel-initial),34
prī,28,1847,p,ī,pavarga,C1 (unvoiced unaspirate),
bhañj,28,875,bh,a,pavarga,C4 (voiced aspirate),
cūrṇay,28,759,c,ū,cavarga,C1 (unvoiced unaspirate),
rud,28,739,r,u,semivowel,non-varga (semivowel),
vand,28,704,v,a,semivowel,non-varga (semivowel),
śāmay,28,501,ś,ā,sibilant,non-varga (sibilant),
kāśay,28,347,k,ā,kavarga,C1 (unvoiced unaspirate),
skand,28,313,s,a,sibilant,non-varga (sibilant),
dhvaṃs,28,288,dh,a,tavarga,C4 (voiced aspirate),
vraśc,28,211,v,a,semivowel,non-varga (semivowel),
tuṣ,27,1104,t,u,tavarga,C1 (unvoiced unaspirate),
su,27,939,s,u,sibilant,non-varga (sibilant),
mud,27,845,m,u,pavarga,C5 (nasal),
hi,27,666,h,i,glottal,non-varga (glottal),
sphur,27,471,s,u,sibilant,non-varga (sibilant),
dih,27,351,d,i,tavarga,C3 (voiced unaspirate),
dāray,27,350,d,ā,tavarga,C3 (voiced unaspirate),
toṣay,27,331,t,o,tavarga,C1 (unvoiced unaspirate),
nāday,27,311,n,ā,tavarga,C5 (nasal),
grāhay,27,233,g,ā,kavarga,C3 (voiced unaspirate),
bhās,27,190,bh,ā,pavarga,C4 (voiced aspirate),
pāray,27,158,p,ā,pavarga,C1 (unvoiced unaspirate),
ghuṣ,27,112,gh,u,kavarga,C4 (voiced aspirate),
kathay,26,3507,k,a,kavarga,C1 (unvoiced unaspirate),2
krudh,26,2250,k,u,kavarga,C1 (unvoiced unaspirate),39
naś,26,2022,n,a,tavarga,C5 (nasal),
kāmay,26,1071,k,ā,kavarga,C1 (unvoiced unaspirate),
nad,26,705,n,a,tavarga,C5 (nasal),
smi,26,620,s,i,sibilant,non-varga (sibilant),
dūṣay,26,405,d,ū,tavarga,C3 (voiced unaspirate),
śikṣ,26,378,ś,i,sibilant,non-varga (sibilant),
vye,26,299,v,e,semivowel,non-varga (semivowel),
jvālay,26,272,j,ā,cavarga,C3 (voiced unaspirate),
krand,26,225,k,a,kavarga,C1 (unvoiced unaspirate),
ṇud,26,194,ṇ,u,ṭavarga,C5 (nasal),
tud,26,159,t,u,tavarga,C1 (unvoiced unaspirate),
kālay,26,90,k,ā,kavarga,C1 (unvoiced unaspirate),
ghoṣay,26,89,gh,o,kavarga,C4 (voiced aspirate),
bhakṣay,25,1456,bh,a,pavarga,C4 (voiced aspirate),
jṛ,25,1441,j,ṛ,cavarga,C3 (voiced unaspirate),
tṛp,25,751,t,ṛ,tavarga,C1 (unvoiced unaspirate),
nind,25,701,n,i,tavarga,C5 (nasal),
kup,25,698,k,u,kavarga,C1 (unvoiced unaspirate),
drāvay,25,409,d,ā,tavarga,C3 (voiced unaspirate),
stambh,25,367,s,a,sibilant,non-varga (sibilant),
rañjay,25,359,r,a,semivowel,non-varga (semivowel),
deśay,25,346,d,e,tavarga,C3 (voiced unaspirate),
ceṣṭ,25,291,c,e,cavarga,C1 (unvoiced unaspirate),
mī,25,222,m,ī,pavarga,C5 (nasal),
khid,25,218,kh,i,kavarga,C2 (unvoiced aspirate),
loḍay,25,171,l,o,semivowel,non-varga (semivowel),
bhāsay,25,148,bh,ā,pavarga,C4 (voiced aspirate),
tarkay,25,139,t,a,tavarga,C1 (unvoiced unaspirate),
rohay,25,119,r,o,semivowel,non-varga (semivowel),
krāmay,25,62,k,ā,kavarga,C1 (unvoiced unaspirate),
śak,24,1961,ś,a,sibilant,non-varga (sibilant),
dīp,24,1480,d,ī,tavarga,C3 (voiced unaspirate),
hiṃs,24,816,h,i,glottal,non-varga (glottal),
paṭh,24,609,p,a,pavarga,C1 (unvoiced unaspirate),
do,24,584,d,o,tavarga,C3 (voiced unaspirate),
śap,24,515,ś,a,sibilant,non-varga (sibilant),
yodhay,24,298,y,o,semivowel,non-varga (semivowel),
kṣubh,24,290,k,u,kavarga,C1 (unvoiced unaspirate),
rūpay,24,223,r,ū,semivowel,non-varga (semivowel),
muṣ,24,196,m,u,pavarga,C5 (nasal),
dharṣay,24,173,dh,a,tavarga,C4 (voiced aspirate),
jīvay,24,172,j,ī,cavarga,C3 (voiced unaspirate),
veṣṭ,24,92,v,e,semivowel,non-varga (semivowel),
chid,23,2203,ch,i,cavarga,C2 (unvoiced aspirate),34
snā,23,1683,s,ā,sibilant,non-varga (sibilant),
ṇam,23,1136,ṇ,a,ṭavarga,C5 (nasal),
duṣ,23,954,d,u,tavarga,C3 (voiced unaspirate),
daṃś,23,369,d,a,tavarga,C3 (voiced unaspirate),
mārjay,23,255,m,ā,pavarga,C5 (nasal),
kṣobhay,23,196,k,o,kavarga,C1 (unvoiced unaspirate),
rodhay,23,170,r,o,semivowel,non-varga (semivowel),
āpay,23,97,—,ā,vowel-initial,non-varga (vowel-initial),
kramay,23,87,k,a,kavarga,C1 (unvoiced unaspirate),
karṣay,23,82,k,a,kavarga,C1 (unvoiced unaspirate),
svap,22,1326,s,a,sibilant,non-varga (sibilant),
kṣālay,22,623,k,ā,kavarga,C1 (unvoiced unaspirate),
pācay,22,537,p,ā,pavarga,C1 (unvoiced unaspirate),
thāpay,22,286,th,ā,tavarga,C2 (unvoiced aspirate),
sraṃs,22,252,s,a,sibilant,non-varga (sibilant),
ghṛṣ,22,217,gh,ṛ,kavarga,C4 (voiced aspirate),
ve,22,214,v,e,semivowel,non-varga (semivowel),
mṛṣ,22,165,m,ṛ,pavarga,C5 (nasal),
dīv,22,161,d,ī,tavarga,C3 (voiced unaspirate),
bhartsay,22,110,bh,a,pavarga,C4 (voiced aspirate),
nanday,22,83,n,a,tavarga,C5 (nasal),
dhvaṃsay,22,60,dh,a,tavarga,C4 (voiced aspirate),
vī,21,774,v,ī,semivowel,non-varga (semivowel),
pāyay,21,403,p,ā,pavarga,C1 (unvoiced unaspirate),
ukṣ,21,395,—,u,vowel-initial,non-varga (vowel-initial),
vam,21,245,v,a,semivowel,non-varga (semivowel),
sāntvay,21,223,s,ā,sibilant,non-varga (sibilant),
mokṣay,21,182,m,o,pavarga,C5 (nasal),
vic,21,178,v,i,semivowel,non-varga (semivowel),
jalp,21,160,j,a,cavarga,C3 (voiced unaspirate),
mīlay,21,137,m,ī,pavarga,C5 (nasal),
cyāvay,21,130,c,ā,cavarga,C1 (unvoiced unaspirate),
kūj,21,128,k,ū,kavarga,C1 (unvoiced unaspirate),
mih,21,110,m,i,pavarga,C5 (nasal),
māpay,21,86,m,ā,pavarga,C5 (nasal),
bhūṣ,21,69,bh,ū,pavarga,C4 (voiced aspirate),
śudh,20,3171,ś,u,sibilant,non-varga (sibilant),2
dviṣ,20,1414,d,i,tavarga,C3 (voiced unaspirate),
vācay,20,620,v,ā,semivowel,non-varga (semivowel),
trā,20,520,t,ā,tavarga,C1 (unvoiced unaspirate),
kliś,20,326,k,i,kavarga,C1 (unvoiced unaspirate),
garh,20,310,g,a,kavarga,C3 (voiced unaspirate),
recay,20,207,r,e,semivowel,non-varga (semivowel),
vip,20,206,v,i,semivowel,non-varga (semivowel),
